Gamma,Risk,Return
96,0.09762318373167742,0.47762799148453305
97,0.09750670555322348,0.474774162657157
98,0.09739139838431309,0.4719252797403972
99,0.0972785229162234,0.4691378247996033
100,0.0971685903882975,0.46639947680096583
101,0.09706135490548154,0.4637064131178404
102,0.09695649375143726,0.46107387456427135
103,0.09685379017722312,0.45848354875985287
104,0.09675314140612089,0.4559226383052124
105,0.09665301130989092,0.45338194367778756
106,0.09655561281677989,0.450896100170735
107,0.09646032360829274,0.4484520426966432
108,0.0963671215579182,0.44605319224535744
109,0.09627560457570326,0.4436915754583561
110,0.09618567988809903,0.4413537166215627
111,0.09609736530075338,0.4390522704997727
112,0.09600969692864306,0.4367726194712741
113,0.0959238347260171,0.4345244867069386
114,0.09583963555374984,0.4323076247860117
115,0.09575529433374239,0.4300894666033658
116,0.09567228657867957,0.42789310577631
117,0.09559087756456236,0.4257317211093213
118,0.09550984984015976,0.4235792565575167
119,0.09542955465939798,0.4214314477932272
120,0.09535078605020963,0.4193215430359774
121,0.09527346203139848,0.4172331042403655
122,0.09519543625936416,0.4151384753502425
123,0.09511644991384025,0.4130292784297424
124,0.09503816375254623,0.41091677559722795
125,0.09496095979927882,0.4088286256182491
126,0.09488557868667026,0.406767919402386
127,0.09481175612718339,0.40474315703678965
128,0.09473852400269714,0.4027194734625111
129,0.09466703246802784,0.40072528979740574
130,0.09459676529542071,0.39876086833191404
131,0.09452826907026558,0.39683223826194614
132,0.09446130083820327,0.39493303317438194
133,0.09439536698842073,0.39306141323924293
134,0.09433065610775496,0.39121922893920136
135,0.09426726257684687,0.3894023957871907
136,0.0942048307944555,0.3876114119089224
137,0.09414345552503839,0.38584979006653397
138,0.09408392503633338,0.384116925565262
139,0.0940248547511905,0.38239485838365955
140,0.09396619980557455,0.3806710424792225
141,0.09390845224598836,0.3789605478022399
142,0.09385167976986275,0.3772732314931949
143,0.09379496733999446,0.3755697692340657
144,0.09373879290211339,0.3738781593045476
145,0.09368336470251562,0.3721868944341427
146,0.09362873657908183,0.3705096335670192
147,0.09357472714346451,0.36885646422189733
148,0.0935220138215496,0.3672246363939236
149,0.0934694182440305,0.3656029877836586
150,0.09341775753864262,0.3640014001543992
151,0.09336660607469893,0.36241551083838003
152,0.09331711692394465,0.3608568384631418
153,0.09326699060083653,0.3592882608882945
154,0.09321778525847091,0.3577365516561792
155,0.09316904817309435,0.3562084558318429
156,0.09312161120420845,0.3546962590132829
157,0.09307418926606867,0.353185218602053
158,0.0930268417797713,0.35167398186165183
159,0.09298020935418264,0.350173058792675
160,0.09293424560212346,0.3486866953367983
161,0.09288874653286444,0.3472090437739563
162,0.09284355819569676,0.34573868748275455
163,0.09279875927203567,0.3442818095419661
164,0.0927548814598489,0.3428398900191532
165,0.0927114642655367,0.3414213687324047
166,0.09266891995216416,0.3400212950647084
167,0.09262696923366871,0.3386346189627853
168,0.09258552946141116,0.3372624898723812
169,0.0925441936303378,0.33590708134074443
170,0.09250390538010855,0.3345643075443801
171,0.09246441948276041,0.33324084610937005
172,0.09242520957833227,0.33193232679211526
173,0.09238635842238349,0.33064011087970313
174,0.09234856322430678,0.3293552065250466
175,0.09231036941917545,0.3280684141003775
176,0.09227287007809978,0.32679741526488176
177,0.09223587506817575,0.3255411317741871
178,0.0921981399696273,0.32425042702760254
179,0.09216113923849253,0.32297070354948654
180,0.0921245035397987,0.3217094711019188
181,0.09208852550372482,0.32046400158119226
182,0.09205324653691413,0.31923092532031433
183,0.0920184211512827,0.31801695242004563
184,0.09198401365341695,0.31681245104013667
185,0.09195008813932756,0.31562176464407615
186,0.0919169564437865,0.31444025106686524
187,0.09188339284534958,0.31326766531574146
188,0.0918507227914051,0.3121013345536
189,0.09181838289047373,0.31095267594142684
190,0.09178681439634995,0.3098151136763835
191,0.09175547120454983,0.30869193523570554
192,0.0917242865353298,0.3075737995385818
193,0.09169365951444271,0.3064600591949267
194,0.0916633510097803,0.305357001094634
195,0.09163325597520383,0.3042615656519353
196,0.09160360044930142,0.30317469046364004
197,0.09157409822130398,0.30209636525114364
198,0.09154538580906657,0.30102607702824674
199,0.09151667439451153,0.29996976360925565
200,0.09148844447330225,0.29892640775926244
201,0.0914610621116597,0.29789124414791934
202,0.09143388482437784,0.29686854461832596
203,0.09140660346041764,0.29585448141826615
204,0.09137991789385537,0.2948535893463944
205,0.09135336929720725,0.2938532212767005
206,0.09132670342220307,0.2928616079199756
207,0.09130053511406222,0.29187393973147535
208,0.09127494451062548,0.2909001468334828
209,0.09124923367223539,0.2899394988733085
210,0.0912242408402839,0.28898581493411873
211,0.09119906316446895,0.28803999845618083
212,0.09117470934599867,0.28710189348406145
213,0.09115017893695143,0.2861745485927852
214,0.09112605368314539,0.28525654298872605
215,0.09110213401571413,0.2843217357927151
216,0.09107798790072376,0.2834021851463332
217,0.09105458142990167,0.28248622236849463
218,0.09103146337966614,0.28158074019268126
219,0.09100815949963757,0.28067869304281745
220,0.09098500293111374,0.27978658605446205
221,0.09096227794887508,0.27889788662023746
222,0.09094004597560933,0.2780195681646362
223,0.0909176922672184,0.2771522941322494
224,0.0908959899752783,0.27629102868159366
225,0.09087439800841375,0.275437004615699
226,0.09085344208072652,0.27459140101869
227,0.09083213307181517,0.27375520484389065
228,0.09081112596532911,0.2729232783561587
229,0.09079080957711799,0.272101646182598
230,0.09077039526545824,0.27128914725817643
231,0.09075031570948482,0.27048153102915645
232,0.0907305148206397,0.2696802015438985
233,0.09071102844999332,0.2688853534654426
234,0.09069148135900834,0.26810309897219364
235,0.09067242357906588,0.26732218234580984
236,0.0906534655228395,0.2665498066014677
237,0.09063479477752864,0.265788420509529
238,0.09061663120187294,0.26502980017787325
239,0.09059816810742932,0.26427526960043085
240,0.0905799048271069,0.2635225562804648
241,0.09056248832757774,0.2627778354918774
242,0.09054440045204307,0.2620405286889274
243,0.09052701411505168,0.2613053527979295
244,0.09050943876934144,0.2605819139185812
245,0.0904926141764107,0.259862166993471
246,0.09047553202555214,0.25913831469087967
247,0.09045872803933241,0.2584210577262174
248,0.09044215921834911,0.2577085724926527
249,0.09042546081374185,0.25700018361051663
250,0.09040912286240772,0.25630105354125304
251,0.09039336527823325,0.2556062436294359
252,0.09037690032200978,0.2549169167924875
253,0.09036117927251172,0.2542343696440376
254,0.09034562716748565,0.2535541700977601
255,0.09033008449454495,0.25288081819694413
256,0.09031476266850151,0.2522157628584724
257,0.09029968877854475,0.2515442974167611
258,0.0902835408907598,0.25084897917010973
259,0.09026808886950055,0.2501553754608362
260,0.09025245120655509,0.24946331735736532
261,0.09023699153919093,0.2487740757285129
262,0.0902218276527097,0.24808654330541852
263,0.09020670690112499,0.24739887898007704
264,0.09019174431464973,0.2467158970997702
265,0.0901767745655097,0.24603811266291564
266,0.09016211961338663,0.24536348253448098
267,0.09014768562713997,0.24469698900803855
268,0.09013313228210887,0.24403081166043378
269,0.09011886059502502,0.24337388141862176
270,0.09010473545019712,0.24272083182261484
271,0.09009077449996694,0.24207198815779493
272,0.09007705980142175,0.24143210100095658
273,0.09006334966775739,0.24079428931466404
274,0.09004991294098183,0.24015471739593558
275,0.09003643069567237,0.2395204324402876
276,0.09002297125959473,0.23889251733849642
277,0.09000977018149577,0.2382655554922446
278,0.08999640697359773,0.237641020997556
279,0.08998293431456503,0.23701394561447114
280,0.0899702600459519,0.23639373230157426
281,0.08995705160279428,0.23577889794063261
282,0.08994404914350262,0.23516852491146628
283,0.08993157863495718,0.23456289437438932
284,0.08991870386162651,0.23395894521079602
285,0.08990656711584746,0.23336142986194033
286,0.08989415306984577,0.23276711359058608
287,0.08988213904035916,0.23217745061259096
288,0.08986985387816662,0.23159121406621513
289,0.08985779293466642,0.23100947726148405
290,0.08984587060715629,0.23043175714901337
291,0.08983460018429948,0.22985536102661971
292,0.08982279827762149,0.22928574414511288
293,0.08981081737545189,0.22871593096316412
294,0.08979948076098375,0.22814854491439665
295,0.08978796350530005,0.22758966022555752
296,0.08977664395415604,0.22703003469472827
297,0.08976535844682469,0.226476882045425
298,0.08975427075824986,0.22592823296863718
299,0.08974324122779406,0.22538352215596663
300,0.08973202871557338,0.22484175867186593
301,0.08972156122197725,0.22430351017113265
302,0.08971057623365043,0.22377109487399824
303,0.08969980356100146,0.22323812035836518
304,0.08968907481154714,0.22271136958699414
305,0.08967911966443094,0.22218891031484445
306,0.08966869669867675,0.2216688407518667
307,0.08965846066063397,0.22114858562820613
308,0.08964814374564542,0.2206261767469783
309,0.08963774815177589,0.22010345839715367
310,0.0896273084205651,0.21958977182545864
311,0.08961721751278358,0.21906882958740598
312,0.0896070125277345,0.21855525539625065
313,0.08959710078957071,0.21804530821470625
314,0.08958709540449625,0.21754380686032837
315,0.08957710808519058,0.21703235921853273
316,0.08956724664458815,0.21652594582637108
317,0.08955744208560419,0.21602468336408362
318,0.08954776200285336,0.21552158806266397
319,0.08953826142507408,0.21502556741878687
320,0.08952829739145003,0.21453416592148508
321,0.08951928703199048,0.21404437172193033
322,0.08950955437273311,0.21355842330981933
323,0.08950045776440578,0.213076299882128
324,0.08949124450483865,0.21259595897717204
325,0.08948194679889918,0.2121179836664448
326,0.08947291041095524,0.21164606570698302
327,0.08946385224226386,0.2111757358167977
328,0.08945511458734402,0.21070750725304385
329,0.0894457415505069,0.21021815381872905
330,0.08943644819053936,0.2097229846707162
331,0.08942717594200031,0.20923307561411622
332,0.08941823706572692,0.2087439482625796
333,0.08940873733838306,0.20826045585613984
334,0.08939992166660457,0.20778003852394664
335,0.0893907823807811,0.20730273492622547
336,0.08938179399271018,0.20682565982598883
337,0.08937321375069936,0.20635288329265072
338,0.08936479039030701,0.20588603729625526
339,0.08935579504895558,0.20542126806676414
340,0.08934696343051439,0.2049515553852863
341,0.08933835364267206,0.20448514434029602
342,0.08932990189143537,0.2040236637580683
343,0.08932144587065112,0.20355875922535893
344,0.08931288220599003,0.2031029934999585
345,0.08930432410166404,0.20264736295954014
346,0.08929617434579203,0.20219529167657865
347,0.08928766763917377,0.20174479163580022
348,0.08927939397868583,0.20129728202133873
349,0.08927150695503212,0.20085359999429545
350,0.08926320193669254,0.2004134909846494
351,0.08925505039960244,0.19997158538312138
352,0.0892470801321869,0.19953587390085592
353,0.08923908923202065,0.19910303341487973
354,0.08923139914365792,0.19867139093381897
355,0.08922337985740965,0.19824394576030238
356,0.08921589534812516,0.19781549481323082
357,0.08920846002926516,0.19739200467839618
358,0.08920069850810096,0.19696989691166697
359,0.0891932160753678,0.19655386097168578
360,0.08918568213293818,0.1961331997453768
361,0.08917825575097067,0.19572127735209857
362,0.08917105268771487,0.1953093381071323
363,0.08916372205271483,0.1948994914980163
364,0.08915636621055863,0.19449403495451006
365,0.08914911244718182,0.19409116151880595
366,0.0891420998141643,0.19368989683151808
367,0.08913520123460263,0.1932871013913394
368,0.08912795463166252,0.1928782426853386
369,0.08912090545920628,0.19247070950133377
370,0.08911353076551744,0.1920581094071135
371,0.08910621133206811,0.19163225650075635
372,0.08909891051695547,0.19120612035862966
373,0.0890916919930114,0.190781970213835
374,0.08908421886639406,0.19036104271216825
375,0.08907704694684329,0.18994260787544315
376,0.08907010072487928,0.18952321154308263
377,0.08906288557749255,0.18910770282377998
378,0.08905581950631357,0.18869249141402117
379,0.0890487296494978,0.18828487828928103
380,0.08904191221364119,0.18787251964818452
381,0.08903484565425972,0.1874691177073462
382,0.08902808547876961,0.18706324677050853
383,0.08902127618674505,0.18665982031600348
384,0.08901425925337791,0.1862599739849129
385,0.08900785893127591,0.18586261585465064
386,0.0890010422694304,0.18546300231066376
387,0.08899456237292289,0.18506917960190677
388,0.08898785646698035,0.1846743806155476
389,0.08898153452143569,0.1842850225550871
390,0.08897487752010909,0.18389421332558617
391,0.08896863056027741,0.18350839454646045
392,0.08896210274984595,0.18312406645902768
393,0.08895592445344007,0.18273993958031792
394,0.08894944929340522,0.18235998183977015
395,0.08894355404312963,0.1819806841971554
396,0.08893697712092603,0.1816070842439407
397,0.08893108326835818,0.18123136949965196
398,0.08892484098286182,0.1808570968019513
399,0.08891846912549425,0.18048423314849651
400,0.08891262915673556,0.18011248267577162
401,0.08890675998279471,0.17974359916907762
402,0.08890084807874503,0.17937563521551841
403,0.08889485650036007,0.179009245487492
404,0.08888914409858326,0.17864466581530242
405,0.08888332892266836,0.17828275105722563
406,0.08887771973538175,0.1779213872317868
407,0.08887183520544475,0.17756380420598972
408,0.08886592181074796,0.1772050289035573
409,0.08886046490463462,0.17684908646011127
410,0.08885470408168201,0.17649657733913102
411,0.08884919517544168,0.1761460082618239
412,0.08884379592019558,0.175794582265484
413,0.08883813391368185,0.17544406953146496
414,0.088832703867439,0.17509777728626358
415,0.08882725719346178,0.17475531316384663
416,0.08882187158941812,0.17440891530332822
417,0.08881662382481915,0.17407131564658043
418,0.08881125025540705,0.17373064079030853
419,0.08880579908344871,0.1733907079251522
420,0.08880069754449506,0.1730548281555246
421,0.08879544769159202,0.17271914367360153
422,0.08879060947552322,0.17238670427527453
423,0.08878528699197055,0.17205622218089447
424,0.08878031601558008,0.17172844775786528
425,0.08877517153459906,0.17139980008123934
426,0.08877035950209142,0.1710787477775228
427,0.08876510674654652,0.170751744806323
428,0.08876019184696138,0.1704316414978964
429,0.08875539170571546,0.17011208230749642
430,0.08875035319208534,0.16979363825622604
431,0.08874571923603947,0.16947394081683043
432,0.08874101009664902,0.16915789404202242
433,0.08873604518054885,0.16884523202850196
434,0.08873127949266564,0.16853040725515486
435,0.08872641705537025,0.16822280823456692
436,0.08872187606262912,0.16790969116380067
437,0.08871699490230492,0.16760495954632706
438,0.08871243208848958,0.16729835453233144
439,0.08870782076309333,0.1669935621530409
440,0.08870336657908447,0.1666895491684565
441,0.08869878712578205,0.16638507895283733
442,0.08869419772138978,0.16608606145866794
443,0.08868976795623902,0.16578859049160313
444,0.08868538949109428,0.1654886504074889
445,0.08868088432591814,0.1651923720955965
446,0.08867645624904606,0.1648990079303653
447,0.08867243297724112,0.16460302733349677
448,0.08866790390268672,0.16431176717693577
449,0.08866357532332518,0.1640218105922148
450,0.08865940044665631,0.16373303409907963
451,0.0886549417976964,0.16344285070386322
452,0.08865077259780749,0.16315523388694073
453,0.08864644729031117,0.1628720067283486
454,0.08864231804163067,0.16258917738865178
455,0.08863824910627298,0.16230390043428988
456,0.0886339713577643,0.16202346951965735
457,0.08862992663887084,0.16174219372104504
458,0.08862562475731264,0.16146662815009463
459,0.08862168183138999,0.16118729852962507
460,0.08861806552684637,0.16090912079474234
461,0.08861384301253747,0.16063491363843116
462,0.0886097508749129,0.16036059712014952
463,0.0886060867468504,0.16008696077949686
464,0.08860183577479745,0.15981500653459163
465,0.08859825528829414,0.15954933818166914
466,0.08859418008548994,0.15927434417322167
467,0.08859044283634726,0.159010522089077
468,0.08858672859883031,0.15874246732487465
469,0.08858270970602737,0.15847655817104883
470,0.08857904972154293,0.15821296282209754
471,0.08857521405122445,0.15795130801753404
472,0.08857157164653441,0.15768960883644595
473,0.08856780461360197,0.1574288327335836
474,0.08856412064807725,0.15716619464245865
475,0.08856060909652129,0.15690690319620298
476,0.08855687265219174,0.156648989200239
477,0.08855339227038055,0.15639555846556386
478,0.08854983199056284,0.15613714762359562
479,0.08854609025995405,0.15588391720755035
480,0.08854235261078598,0.15562932541141344
481,0.08853900021725947,0.15537874326733275
482,0.08853518201029055,0.15512918460270875
483,0.08853170230955104,0.15487580291497038
484,0.08852821595562663,0.15462695809686772
485,0.08852506018078041,0.15437950821435784
486,0.08852170769208645,0.15413344878055626
487,0.08851799452391385,0.1538858930504791
488,0.0885146703188378,0.15364065637001376
489,0.08851149014641088,0.15339796645499706
490,0.0885079297831784,0.15315435786170664
491,0.08850465128727741,0.1529132405069385
492,0.08850122060537062,0.15267382487454678
493,0.08849786482353403,0.15243252850228953
494,0.08849474299733302,0.1521940988962202
495,0.0884911825363988,0.15195793767838733
496,0.08848795930772772,0.1517210556435372
497,0.08848493460492454,0.15148326790812328
498,0.08848173320208998,0.15124878059261176
499,0.0884787349851716,0.15101207526099594
500,0.08847553636123744,0.1507806297460359
501,0.08847230906065036,0.15054436063098278
502,0.0884693598412873,0.1503143092607019
503,0.08846613483139813,0.15008121366927502
504,0.08846316271462618,0.14985104358905804
505,0.08845960464209165,0.1496217082817426
506,0.08845655961362375,0.1493911281408867
507,0.08845376983110838,0.14916423696151782
508,0.08845053558200308,0.14893567552645992
509,0.08844754351355211,0.14870977738175215
510,0.08844487518511561,0.14848526315934643
511,0.08844185266831825,0.14825749642974353
512,0.08843883191368963,0.14803584566849412
513,0.08843599374556285,0.14781319745438273
514,0.08843316793308861,0.14758902760548503
515,0.08842989343045124,0.14736804629362563
516,0.08842733255525045,0.14714842418880963
517,0.08842410890527659,0.14693022243339
518,0.08842157003925685,0.14671130203410954
519,0.08841862371301103,0.14649456751304046
520,0.08841578017995262,0.14627823584591843
521,0.08841296383989042,0.14606049640022672
522,0.08841029857616296,0.14584651896903883
523,0.08840730005215859,0.14563193169837732
524,0.08840479144637836,0.14541851281700557
525,0.08840182488740723,0.14520591887233772
526,0.08839910694724343,0.144996042635645
527,0.08839667453677706,0.14478281278322375
528,0.08839388399676565,0.14457748356939754
529,0.08839111396829777,0.1443663089514688
530,0.08838832209970635,0.14415371968950436
531,0.08838574277776069,0.1439493612947286
532,0.0883833328954799,0.1437424925822806
533,0.08838069591790466,0.14353638834496638
534,0.08837808611681056,0.14333107404354722
535,0.08837554257645555,0.14312395407036357
536,0.0883730082848413,0.14292163078294315
537,0.08837052728160735,0.1427168522555713
538,0.08836796499917417,0.14251696930706906
539,0.08836517096838861,0.14230983103370728
540,0.08836268646961817,0.14210991464395314
541,0.0883603566404207,0.14191022078898574
542,0.08835774386978504,0.14170788106667115
543,0.08835526057585312,0.1415067571477236
544,0.08835280159132489,0.14130806452875047
545,0.08835054569754539,0.14110997158979335
546,0.08834791109408283,0.14091082395447696
547,0.08834542610710991,0.1407152522913932
548,0.088343039427096,0.14051982583228217
549,0.08834081299573325,0.1403216471091306
550,0.08833835857608584,0.1401278087435541
551,0.0883360015704072,0.13993265083294254
552,0.08833371747865257,0.13974137148435722
553,0.08833126117785728,0.1395511770663731
554,0.0883289035815121,0.13935515855864572
555,0.08832682565950221,0.13916491461022135
556,0.08832452194220386,0.13897287486329413
557,0.08832206860365353,0.13878452877507028
558,0.08831958520026718,0.13859534714096858
559,0.08831740380876053,0.13840880260798133
560,0.08831532907520113,0.13822005297039816
561,0.08831322744620686,0.13803009014109505
562,0.0883108443403818,0.13784554806963306
563,0.08830868694166817,0.13766014848955677
564,0.08830651786837367,0.13747374370543128
565,0.08830395538830896,0.1372904710577282
566,0.0883022635102387,0.13710677567385515
567,0.08829993170219161,0.1369238590458674
568,0.0882977974080431,0.13673950001109908
569,0.08829557505335872,0.1365592258572367
570,0.08829345230341126,0.1363786538800967
571,0.08829168781850304,0.13619780769749515
572,0.0882895818127348,0.13601561545992444
573,0.08828712322823197,0.13583592028857963
574,0.08828499729459635,0.1356587687226404
575,0.08828282163724469,0.13548046217157336
576,0.08828062069884675,0.1353008534611518
577,0.08827882475838515,0.13512539487725134
578,0.08827682481290723,0.13494598117293743
579,0.08827459877457951,0.13476940351878816
580,0.08827265360812897,0.1345968396006724
581,0.08827052767449337,0.1344175671993358
582,0.08826875672450711,0.13424476806170488
583,0.08826680757431764,0.13406906081632167
584,0.08826483463849137,0.13389544581703844
585,0.08826265580221389,0.13372513074125125
586,0.08826063364039871,0.13355211316069907
587,0.08825876348347286,0.13338129559200745
588,0.08825690017736346,0.13320835621226007
589,0.08825499844590509,0.13303870379748042
590,0.08825307589581724,0.1328686512456816
591,0.08825087616702018,0.1327013440652971
592,0.08824908387717181,0.13253256414899345
593,0.08824736611087369,0.13236278321301662
594,0.08824536736547195,0.13219530421561662
595,0.08824354987799206,0.13203045601697005
596,0.08824165353750504,0.13186338065431488
597,0.08823978405688855,0.13169768026724227
598,0.08823768392806607,0.13153168920297714
599,0.08823612201490207,0.13136855565745037
600,0.08823418103458437,0.13120657370078043
601,0.08823220250539289,0.13104100597181673
602,0.08823043535103868,0.1308786390748716
603,0.0882288454422934,0.13071568668572117
604,0.08822707556641382,0.13055414967201565
605,0.08822500558584212,0.1303925062554027
606,0.0882231114265986,0.1302347919172632
607,0.08822131875800224,0.1300746567618991
608,0.0882198050588578,0.1299124422629606
609,0.08821816547624783,0.12975409244039246
610,0.08821609410749305,0.12959455429808098
611,0.08821445044344242,0.12943526929834617
612,0.0882127347489333,0.12927903528863496
613,0.08821091926634275,0.12912376811548087
614,0.0882093531883233,0.1289681702890987
615,0.08820763877730516,0.12881109398311805
616,0.08820574559922893,0.12865570696980697
617,0.08820407811873943,0.1285013267795016
618,0.0882023340594257,0.12834505452805373
619,0.08820090092760677,0.12819412481454356
620,0.088199260544946,0.1280402678613224
621,0.08819757443659511,0.12788588527778813
622,0.08819588026782693,0.12773438784532304
623,0.08819436488040383,0.12758290490172824
624,0.08819280247427502,0.12743397812496937
625,0.08819093409380493,0.12728271677793077
626,0.08818934988088892,0.12712953128660276
627,0.08818788636985136,0.12698182251888895
628,0.08818619578955905,0.1268312705917979
629,0.08818468389291009,0.12668121077271238
630,0.08818314519852799,0.12653620974979024
631,0.08818155928304634,0.12638607478075117
632,0.08817979904640827,0.12623918707895482
633,0.08817836244033025,0.12609152754338399
634,0.08817677136231081,0.1259440540251276
635,0.08817500071242015,0.12579950331799455
636,0.08817358949684287,0.1256547827516273
637,0.08817220498383126,0.12551029802505123
638,0.08817051359872582,0.12536580779448953
639,0.0881690596482774,0.1252226136147089
640,0.08816746716778788,0.12507646111107137
641,0.08816580606419931,0.12493247088989086
642,0.08816452471582654,0.12478986946871426
643,0.08816301787702321,0.1246460393605597
644,0.08816140181329077,0.1245032238846087
645,0.08815996121394915,0.12436571750375243
646,0.0881587053893432,0.1242234707557964
647,0.08815711569251646,0.12408400839884988
648,0.08815563287254584,0.12394621081323756
649,0.08815419794522185,0.12380596302345186
650,0.08815251232507344,0.1236681422154113
651,0.08815092343305982,0.1235248316350609
652,0.08814968971057434,0.12338874929306101
653,0.08814836096251975,0.1232527875214566
654,0.0881467433056761,0.12311482411565496
655,0.08814538815515145,0.12297980801947435
656,0.0881440567186016,0.12284104358611184
657,0.08814246920778064,0.12270629818007699
658,0.08814106147122479,0.12256687255866665
659,0.08813980713726599,0.12243563021294297
660,0.08813842103114315,0.12229783526094107
661,0.08813698213436723,0.12216444084951775
662,0.08813550307446431,0.12203072224829332
663,0.08813424196834148,0.12189727111789546
664,0.08813298474126549,0.12176425722381153
665,0.08813160579081704,0.12163218331999318
666,0.08813019696363943,0.12150063972619088
667,0.08812883716005689,0.12136754042146411
668,0.08812765472106235,0.12123648312715873
669,0.08812630624023766,0.12110701511394924
670,0.08812525259211287,0.1209753879158468
671,0.08812372046273861,0.1208443646196912
672,0.08812236262848103,0.12071288746123224
673,0.08812094973414972,0.12058654994164404
674,0.08811956739285695,0.12045658507103063
675,0.08811828189867804,0.12032856434970671
676,0.08811695035267371,0.12019886098126278
677,0.08811572639317122,0.1200704386122575
678,0.088114163587017,0.1199431487022182
679,0.08811296022470083,0.11981618485485901
680,0.08811198207653123,0.11969101472576198
681,0.08811073121683154,0.11956284784659503
682,0.08810940177341829,0.11943659580974919
683,0.08810829734175775,0.11931156679371158
684,0.08810693572615506,0.11918436709491739
685,0.08810568266393451,0.11906267470571741
686,0.08810455054155063,0.11893640950569373
687,0.08810329746980539,0.1188126729053609
688,0.08810212031709008,0.1186900853175138
689,0.08810091488774721,0.11856447198886436
690,0.08809973563244085,0.11844212387117084
691,0.08809840658905299,0.11831731316723026
692,0.08809733120803108,0.11819636997128277
693,0.08809604640444854,0.11807698209309177
694,0.08809479186809589,0.11795517673637752
695,0.08809359248951865,0.11783340085337698
696,0.08809233635306439,0.11771415257675795
697,0.08809120313529642,0.11759206726667171
698,0.08808974531532585,0.11747286475108791
699,0.08808867142971342,0.11735300526783383
